image_id,original_caption,generated_caption
3222142529.jpg,કાળા ફૂલોવાળા પોશાક પહેરેલા એક વ્યક્તિ પાસે સાત બાળકો બેઠા છે.,બાળકોનું એક જૂથ બેન્ચ પર બેઠેલું છે.
3222250187.jpg,લાલ શોર્ટ્સ પહેરેલો એક છોકરો બીચ પર બીજા છોકરા સાથે બોલ રમતી વખતે ડાઇવ લે છે.,લાલ શોર્ટ્સ પહેરેલો એક માણસ બીચ વોલીબોલ ફેંકી રહ્યો છે.
3222496967.jpg,ફૂટપાથ પર એક સુંદર સોનેરી વાળવાળી સ્ત્રી એક વ્યાવસાયિક પોશાક પહેરેલા પુરુષ સાથે વાત કરી રહી છે.,બે સ્ત્રીઓ ફૂટપાથ પર ઉભી છે.
3222702477.jpg,વાદળી અને સફેદ ગણવેશમાં ખેલાડી અને સોના અને કાળા ગણવેશમાં ફૂટબોલ બોલ પાછળ જતો ખેલાડી.,બે માણસો ફૂટબોલ રમી રહ્યા છે.
3222749441.jpg,ત્રણ લોકો આંખો પર પટ્ટી બાંધેલા છે અને પૃષ્ઠભૂમિમાં ગ્રીનપીસનું સાઇન લટકાવેલું છે.,"બે સ્ત્રીઓ અને એક પુરુષ """" લખેલું બોર્ડ પકડી રાખે છે."
3222842866.jpg,એક કાળો અને સફેદ ટપકાંવાળો કૂતરો સીવીડ અને રેતી પર દોડી રહ્યો છે.,એક કાળો અને સફેદ કૂતરો દરિયા કિનારે દોડી રહ્યો છે.
3222911432.jpg,ન્યૂ યોર્ક જાયન્ટ્સના મેચિંગ પોશાક પહેરેલા બે યુવાન છોકરાઓ લોન્ડ્રી સાથે રમે છે.,બે નાના છોકરાઓ જમીન પર સૂઈ રહ્યા છે.
3223055565.jpg,એક માણસ બરફમાં ઊભો છે અને એક રમકડું ઉંચુ કરે છે જ્યારે એક કાળો કૂતરો તેના માટે કૂદી પડે છે.,એક માણસ અને એક કૂતરો બરફમાં રમી રહ્યા છે.
3223224391.jpg,ખુલ્લા ઘાસના મેદાનમાં દોડતો એક રુવાંટીવાળો કૂતરો.,એક કાળો કૂતરો પાણીમાં દોડી રહ્યો છે.
3223302125.jpg,સ્કીઇંગ કરતી વ્યક્તિ સ્કી ઢાળ પર હવામાં ઉડી રહી છે.,એક સ્નોબોર્ડર હવામાં ઉડે છે.
3223318401.jpg,એક સ્ત્રી બીજા ગૂંથણકામ કારીગરોથી ભરેલા રૂમમાં કંઈક અદ્ભુત ગૂંથણકામના શરૂઆતના તબક્કામાં હોય છે.,બે સ્ત્રીઓ ટેબલ પર બેઠી છે અને એક પુસ્તક વાંચી રહી છે.
3223349085.jpg,પ્લેઇડ પહેરેલા એક વૃદ્ધ સજ્જન ઓડિટોરિયમમાં ગૂંથણકામ શીખી રહ્યા છે.,વાદળી શર્ટ પહેરેલો એક વૃદ્ધ માણસ ટેબલ પર બેઠો છે.
3223459435.jpg,"લાલ વેસ્ટ પહેરેલી એક મહિલા તંબુમાં બેઠી છે અને તેના પર """" DiPAOLA TURKEY FARM """" લખેલું છે.",એક માણસ ખુરશી પર બેઠો છે.
3223606402.jpg,એક સ્કેટબોર્ડર ભૂરા રંગના રેમ્પ પરથી એક યુક્તિ કરે છે જ્યારે ત્રણ અન્ય લોકો તેને જોઈ રહ્યા છે.,હવામાં એક સ્કેટબોર્ડર.
3223709894.jpg,ઘાસવાળા આંગણામાંથી વહેતું એક નાનું ભૂરા રંગનું ખાબોચિયું.,એક ભૂરા રંગનો કૂતરો ઘાસ પર દોડી રહ્યો છે.
3223809913.jpg,સ્કેટબોર્ડર હવામાં પોતાનું બોર્ડ ઉછાળી રહ્યો છે જ્યારે બીજો સ્કેટબોર્ડર તેને જોઈ રહ્યો છે.,એક સ્કેટબોર્ડર એક યુક્તિ કરી રહ્યો છે.
3223973114.jpg,એક બરછટ કૂતરો ઘાસવાળા આંગણામાંથી દોડી રહ્યો છે,એક ભૂરા રંગનો કૂતરો દોડી રહ્યો છે.
3224227640.jpg,એક મોટો ભૂરો કૂતરો ઘાસમાં નાના સફેદ કૂતરાનો પીછો કરે છે.,એક ભૂરા રંગનો કૂતરો અને એક નાનો સફેદ કૂતરો બહાર રમી રહ્યા છે.
322423746.jpg,ઘણા સજ્જનો માઇક્રોફોનમાં બોલી રહ્યા છે અને ચશ્મા પહેરેલો માણસ કંઈક રમુજી બોલી રહ્યો હોય તેવું લાગે છે.,બે પુરુષો અને એક સ્ત્રી એક ટેબલની આસપાસ ઉભા છે.
3224375029.jpg,"સૌથી સુંદર પગ સાથે, નાની નાની ઓરિએન્ટલ છોકરીઓ ચોરસ બેલે ટો પર બેસીને સ્ટેજ પર તરતી રહે છે.",પરંપરાગત પોશાક પહેરેલા બે માણસો નૃત્ય કરી રહ્યા છે.
3224407844.jpg,"એક રૂમમાં ટેબલ પર બેઠેલી ત્રણ ખુશખુશાલ મહિલાઓ સૂતરનું કામ કરી રહી છે, પૃષ્ઠભૂમિમાં સમાન કામ કરતી મહિલાઓના સમાન જૂથો છે.",લોકોનો એક સમૂહ ટેબલ પર બેઠો છે અને પુસ્તકો જોઈ રહ્યો છે.
3224560800.jpg,એક આફ્રિકન માણસ લાકડી વડે યુક્તિ કરી રહ્યો છે જેના બંને છેડા આગથી સળગી રહ્યા છે.,એક માણસ આગ સાથે રમી રહ્યો છે.
3224578187.jpg,ભૂરા અને સફેદ કૂતરા વાદળી પાણીથી ભરેલા શેલમાં વાદળી બોલ સાથે રમે છે.,એક ભૂરા અને સફેદ રંગનો કૂતરો વાદળી ડોલમાંથી બહાર નીકળી રહ્યો છે.
3224904543.jpg,શહેરના એક જંકશન પર એક પુરુષ અને સ્ત્રી સાયકલ ચલાવી રહ્યા છે.,બે સ્ત્રીઓ રસ્તા પર સાયકલ ચલાવી રહી છે.
3225025519.jpg,એક માણસ વાદળી ટોપી પહેરેલા બીજા માણસની સામે માઇક્રોફોન પકડી રાખે છે.,એક માણસ માઇક્રોફોનમાં વાત કરી રહ્યો છે.
3225037367.jpg,વાદળી રંગના બોર્ડની આસપાસ ઘણા લોકો ભીડ કરે છે.,લોકોનો એક મોટો સમૂહ બસમાં બેઠો છે.
3225058391.jpg,એક માણસ પોતાની બાઇક માથા ઉપર ઉંચકીને ભીડમાંથી પસાર થાય છે.,એક સાયકલ સવાર તેની સાયકલ પર બેઠો છે.
322516292.jpg,કાળા રંગના પોશાક પહેરેલા એક માણસે એક વિશાળ ત્રિકોણાકાર ગિટાર જેવું વાદ્ય પકડી રાખ્યું છે અને તેની સામે એક સંગીતમય સ્ટેન્ડ છે.,કાળા જેકેટમાં એક માણસ ફૂટપાથ પર ગિટાર વગાડી રહ્યો છે.
3225226381.jpg,એક કાળો કૂતરો ગુલાબી કોલરવાળો છે અને ભૂરા રંગના કૂતરાની પાછળ ઘાસના મેદાનમાં ચાલી રહ્યો છે.,એક ભૂરા રંગનો કૂતરો ભૂરા રંગના કૂતરાનો પીછો કરી રહ્યો છે.
3225296260.jpg,હેલ્મેટ પહેરેલા બે લોકો રેસ કારમાં બેઠા છે.,રેસ કાર પર બે લોકો.
3225310099.jpg,લોકોનો એક નાનો સમૂહ એક નાની લાલ હોડીમાં છે અને તે સમુદ્રની ઉપર હવામાં છે.,ત્રણ માણસો એક હોડી પર સવારી કરી રહ્યા છે.
3225478803.jpg,એક છોકરો મોજાની ધાર પર ઊભો છે અને પૃષ્ઠભૂમિમાં સૂર્યાસ્ત અથવા ઉદય થઈ રહ્યો છે.,એક નાનો છોકરો પાણીમાં કૂદી પડે છે.
322563288.jpg,"એક યુવાન સોનેરી વાળવાળી છોકરી પાંદડાથી ઢંકાયેલી જમીનની નજીક, ઝાડની ડાળીઓ પર રમી રહી છે.",એક નાનો છોકરો લાકડાના લાકડા પર બેઠો છે.
3225729247.jpg,"કાળા વાળવાળી, ખુલ્લા મોંવાળી, કાળા માથાવાળા બાળકના માથાની પાછળની બાજુ વાળેલી સ્ત્રી.",એક સ્ત્રી અને એક નાની છોકરી સોફા પર સૂઈ રહ્યા છે.
3225880532.jpg,કાચવાળો લાલ કોટ પહેરેલો એક માણસ બીજા માણસ તરફ જુએ છે.,નારંગી રંગના જેકેટ પહેરેલા બે માણસો બહાર ઉભા છે.
3225984916.jpg,એક નાનો બાળક કેમેરા તરફ જોઈ રહ્યો છે જ્યારે પટ્ટાવાળા ટોપમાં એક મહિલા આરામથી બેઠી છે અને ડેન્ટલ ટેકનિશિયન પાસેથી ડેન્ટલ વર્ક લઈ રહી છે.,એક સ્ત્રી એક નાના બાળકને હાથમાં પકડી રાખે છે.
3225998968.jpg,પૃષ્ઠભૂમિમાં પર્વતો સાથે બરફથી ઢંકાયેલી ટેકરી પર સ્કીઇંગ કરતો એક માણસ,એક સ્કીઅર પર્વત પરથી નીચે ઉતરી રહ્યો છે.
3226105839.jpg,ચાર લોકો બે મીણબત્તીઓ અને બિયરથી ભરેલા ગ્લાસ લઈને ટેબલની આસપાસ બેઠા છે.,ત્રણ પુરુષો અને બે સ્ત્રીઓ એક ટેબલ પર બેઠા છે.
3226137804.jpg,એક સ્ત્રી વાદળી હૂડવાળું સ્વેટશર્ટ પહેરેલા અને પેટર્નવાળા ગાલીચા પર સૂતેલા બાળક સાથે રમે છે.,એક સ્ત્રી અને એક બાળક જમીન પર બેઠા છે.
3226254560.jpg,એક સફેદ અને ભૂરા ટપકાંવાળો કૂતરો બરફ પર બોલ પકડવા દોડે છે.,એક ભૂરા અને સફેદ રંગનો કૂતરો બરફમાં રમે છે.
322628645.jpg,"જાંબલી શર્ટ પહેરેલી એક એશિયન સ્ત્રી, ખરીદી પાસે બેઠેલા નાના એશિયન છોકરા માટે ભોજનનો બાઉલ તૈયાર કરી રહી છે, જ્યારે એક એશિયન પુરુષ રોલ ખાય છે અને તેની ચોપસ્ટિક્સ વડે ખોરાક લેવાની તૈયારી કરી રહ્યો છે.",એક માણસ અને બે નાના છોકરાઓ બહાર ભોજન કરી રહ્યા છે.
3226411414.jpg,કાટમાળવાળા ખેતરની વચ્ચે એક નાનું બાળક ફૂટબોલને લાત મારી રહ્યું છે.,એક નાનો છોકરો ફૂટબોલને લાત મારી રહ્યો છે.
3226541300.jpg,લાલ પરંપરાગત ચાઈનીઝ વસ્ત્રોમાં બે લોકો લાકડીઓ સાથે પ્રદર્શન કરી રહ્યા છે,લાલ પોશાક પહેરેલા એક પુરુષ અને સ્ત્રી નૃત્ય કરી રહ્યા છે.
3226796100.jpg,સફેદ કોટ પહેરેલો એક નાનો બાળક બાળકોનો સોનાનો રમત રમી રહ્યો છે.,ગુલાબી સ્વેટર પહેરેલી એક નાની છોકરી લીલા ઘાસ પર રમી રહી છે.
3227111573.jpg,એક મોટા ખડકના તળિયે જેકેટ પહેરેલા ત્રણ લોકો ઉભા છે.,ત્રણ લોકો એક મોટા ખડક પર ઉભા છે.
3227140905.jpg,"કાચના ટેબલ પર પુરુષ અને સ્ત્રી, પુરુષ પત્તા રમી રહ્યો છે અને સ્ત્રી પ્રતિક્રિયા આપી રહી છે.",એક પુરુષ અને એક સ્ત્રી ટેબલ પર બેઠા છે.
3227148358.jpg,પીળા પગવાળું એક સફેદ પક્ષી પાણીની ઉપર ઉડી રહ્યું છે.,એક પક્ષી પાણીની ઉપર ઉડે છે.
3227423095.jpg,લાલ શર્ટ પહેરેલો એક માણસ રોકસ્ટાર એનર્જી ડ્રિંકના બોર્ડ પર બાઇક કૂદી રહ્યો છે.,એક સાયકલ સવાર રેમ્પ પરથી કૂદી પડે છે.
3227499174.jpg,એક કન્યા અને વરરાજા ચર્ચના પ્રદર્શન સામે ઉભા રહીને એકબીજાને જોઈ રહ્યા છે.,કન્યા અને વરરાજા ચુંબન કરી રહ્યા છે.
3227523081.jpg,વાદળી શર્ટ પહેરેલો એક પુરુષ નીચેના માળે મોટરસાઇકલ તરફ જોઈ રહ્યો છે જ્યારે કાળા રંગનો બેજ એપ્રોન પહેરેલી એક સ્ત્રી બીજા માળે નીચે જોઈ રહી છે.,વાદળી શર્ટ પહેરેલો એક માણસ ઝાડ પાસે ઊભો છે.
3227578417.jpg,કોટ પહેરેલી એક સ્ત્રી ફર કોટ પહેરેલા એક પુરુષ સાથે ચુંબન માટે ઝૂકી રહી છે.,એક પુરુષ અને સ્ત્રી ચુંબન કરી રહ્યા છે.
3227594168.jpg,"સૂર્યથી પ્રકાશિત ઘાસવાળી ટેકરી પર બે સ્ત્રીઓ; એક ડાચશુન્ડ તરફ જુએ છે, અને બીજી બાજુ જુએ છે.",બે સ્ત્રીઓ ઘાસમાં બેઠી છે.
3227620119.jpg,પીળા શર્ટ પહેરેલી એક યુવતી સ્પર્ધામાં ઘાસના મેદાનમાં દોડી રહી છે.,પીળા શર્ટ પહેરેલી એક છોકરી દોડમાં દોડી રહી છે.
3227675485.jpg,"કાળા એથ્લેટિક કપડાં પહેરેલી એક છોકરી જેની જર્સી પર 1102 નંબર લખેલો છે, ઘાસ પર દોડી રહી છે.",કાળા પોશાક પહેરેલી એક સ્ત્રી દોડી રહી છે.
322791392.jpg,"નાનો કૂતરો, હાર્નેસ પહેરેલો, મોંમાં બોલ લઈને દોડી રહ્યો છે.",એક ભૂરા રંગનો કૂતરો મોંમાં લાલ બોલ લઈને ઘાસમાંથી દોડી રહ્યો છે.
3227914118.jpg,ગ્રે શર્ટ પહેરેલો એક યુવાન માણસ બ્લેકબોર્ડ તરફ ઈશારો કરી રહ્યો છે જેના પર ચિત્રો છે.,કાળા શર્ટ પહેરેલો એક માણસ બોર્ડ પર લખી રહ્યો છે.
3228069008.jpg,ભૂરા રંગનું કુરકુરિયું જમીનમાં અટવાઇ ગયેલી ધાતુની પોસ્ટમાં કુતરા કરે છે.,એક ભૂરા રંગનો કૂતરો તેના પાછળના પગ પર ઊભો છે.
322811355.jpg,પિન-સ્ટ્રાઇપ શર્ટ અને ચશ્મા પહેરેલો એક માણસ તેના ક્યુબિકલમાંથી ટેલિફોન પર વાત કરી રહ્યો છે.,એક માણસ કમ્પ્યુટર પર બેઠો છે.
3228341718.jpg,"એક રેસ દરમિયાન, લાલ ચડ્ડી પહેરેલી એક યુવતી બે અન્ય લોકોની સામે દોડી રહી છે.",બે દોડવીરો દોડમાં ભાગ લે છે.
3228358059.jpg,વાદળી શર્ટ પહેરેલો એક માણસ તબીબી સામગ્રીથી ભરેલા ટેબલ પર વાદળી શર્ટ પહેરેલા કોઈ વ્યક્તિ સાથે વાત કરી રહ્યો છે.,વાદળી શર્ટ પહેરેલો એક માણસ વાદળી શર્ટ પહેરેલા એક માણસ તરફ જોઈ રહ્યો છે.
3228517564.jpg,લીલા રંગના જેકેટમાં એક છોકરો કાદવમાંથી નાની મોટોક્રોસ બાઇક ચલાવી રહ્યો છે.,એક માણસ તેની મોટરસાઇકલ પર હવામાં ઉડી રહ્યો છે.
3228793611.jpg,એક મોટો ભૂરો કૂતરો રેતીમાં ખોદી રહ્યો છે.,એક ભૂરા રંગનો કૂતરો રેતીમાં રમે છે.
3228960484.jpg,બે બાળકો પીળા અને લાલ બેકપેક પહેરીને ફૂટપાથ પર ચાલી રહ્યા છે.,બે બાળકો રસ્તા પર ચાલી રહ્યા છે.
3229282764.jpg,પિતા અને પુત્રી એક તળાવના છીછરા વિસ્તારમાં સાથે રમી રહ્યા છે.,એક છોકરી દરિયા કિનારે દોડી રહી છે.
3229442620.jpg,એક સફેદ અને બેજ રંગનું પક્ષી રેતાળ દરિયાકિનારા પર ઉડતું હોય છે.,એક ભૂરા રંગનું પક્ષી હવામાં ઉડે છે.
3229519418.jpg,આઠ લોકો ઝાડ જેવા દેખાતા હાથ લંબાવીને એકબીજાની પાછળ ઉભા છે.,કાળા અને સફેદ પોશાક પહેરેલા લોકોનું એક જૂથ કેમેરા સામે પોઝ આપી રહ્યું છે.
3229604446.jpg,"છ માણસો, બધાએ ઓળખ નંબર પ્લેટો પહેરેલી છે, બહારની દોડમાં ભાગ લઈ રહ્યા છે.",ઘણા લોકો ફૂટબોલ રમી રહ્યા છે.
3229730008.jpg,સ્કેટબોર્ડર સિલ્વર રેલ પર સવારી કરી રહ્યો છે જ્યારે ત્રણ અન્ય યુવાનો જોઈ રહ્યા છે.,સ્કેટબોર્ડ પર એક સ્કેટબોર્ડર.
3229821595.jpg,પર્વતોમાં વાદળો જોતા બરફથી ઢંકાયેલા રસ્તાની ધાર પર લોકોની એક લાઇન ઉભી છે.,સૂર્યાસ્ત સમયે ઘણા લોકો દરિયા કિનારે ઉભા છે.
3229898555.jpg,કાર્પેટ પર ઉભેલી બિલાડીને લાકડાના ફ્લોરિંગની નજીકની હવામાં દોરાના ટુકડામાં રસ છે.,એક ભૂરા અને સફેદ રંગનો કૂતરો એક મોટી બિલાડી તરફ જોઈ રહ્યો છે.
3229913073.jpg,એક નાનો છોકરો તેના શરીરને તેના પેટ સાથે ઘાસ પર ખેંચે છે.,એક નાનો છોકરો ઘાસમાં સૂઈ રહ્યો છે.
3229946208.jpg,શર્ટના આગળના ભાગમાં નંબરો લખેલા ઘાસના મેદાનમાં દોડતા ઘણા માણસો.,દોડવીરો દોડમાં ભાગ લે છે.
3230101918.jpg,લાલ જર્સી પહેરેલો હોકી ખેલાડી સ્પોર્ટ્સ બોટલમાંથી પીણું પી રહ્યો છે.,એક હોકી ખેલાડી બરફ પર બેઠો છે.
3230132205.jpg,એક માણસ કાળા નીન્જા સૂટમાં માસ્ક પહેરેલો ગિટાર વગાડી રહ્યો છે.,એક માણસ ગિટાર વગાડી રહ્યો છે.
3230432495.jpg,"વહાણ ચલાવતો એક માણસ, ફોટો પડાવવા માટે થોભી ગયો.",એક નાનો છોકરો પુલ પરથી પાણી તરફ જોઈ રહ્યો છે.
3230602641.jpg,મોજાંવાળી ટોપી અને રંગબેરંગી જેકેટ પહેરેલો એક નાનો બાળક બેન્ચ પરથી ભાગી રહ્યો છે.,એક નાનો છોકરો બેન્ચ પર દોડી રહ્યો છે.
3231237864.jpg,વાદળી ગણવેશમાં હવામાં પગ લંબાવીને બોલપ્લેયર.,એક બેઝબોલ ખેલાડી બોલ ફેંકી રહ્યો છે.
3231276002.jpg,એક માણસ કોફી પીતો અને મફિન્સ ખાતો તેના નોટપેડ પર 'તમે કોણ છો' લખી રહ્યો છે.,એક માણસ ટેબલ પર બેઠો છે.
3231575742.jpg,રેસિંગ સ્કી આઉટફિટ અને હેલ્મેટ પહેરેલી વ્યક્તિ સ્ક્વોટ પોઝિશનમાં સ્કીઇંગ કરી રહી છે.,એક સ્કીઅર ઢાળ નીચે જઈ રહ્યો છે.
3231596071.jpg,"દાઢીવાળો માણસ ખુરશીમાં સૂઈ રહ્યો છે, તેની પાછળ કોમ્પ્યુટર બેંક છે.",એક માણસ બીજા માણસ તરફ જોઈ રહ્યો છે.
3231675507.jpg,લાલ શર્ટ અને ભૂરા સ્કર્ટ પહેરેલી એક સ્ત્રી પૂલમાં બાળકોના જૂથને જોઈ રહી છે.,લાલ શર્ટ પહેરેલો એક માણસ પૂલમાં ઊભો છે.
3231749680.jpg,સ્લીપિંગ બેગમાં ચાર બાળકો ફ્લોર પર સૂઈ રહ્યા છે.,ત્રણ બાળકો ફ્લોર પર સૂઈ રહ્યા છે.
3231751379.jpg,લાલ અને વાદળી રંગની પટ્ટી પહેરેલો એક આઈસ હોકી ગોલકીપર ગોલ સામે ઘૂંટણિયે બેઠો છે.,બરફ પર બેઠેલો હોકી ખેલાડી.
3231880001.jpg,એક મોટા લાલ ફૂલ નીચે અને વેલાથી ઢંકાયેલી દિવાલ સામે બે લોકો સ્મિત કરી રહ્યા છે.,એક પુરુષ અને એક સ્ત્રી કેમેરા સામે સ્મિત કરે છે.
3232013957.jpg,"કાળા ટોપી પહેરેલો એક માણસ મેગ્નિફાઇંગ ગ્લાસનો ઉપયોગ કરીને પુસ્તિકા જોઈ રહ્યો છે, જ્યારે ફોન બૂથ પર એક મહિલા અંદર સૂઈ રહી છે.",એક માણસ અખબાર વાંચી રહ્યો છે.
3232030272.jpg,સફેદ જેકેટ અને કાળા પેન્ટ પહેરેલી એક મહિલા ફૂટપાથ પર હેમબર્ગરની જાહેરાત કરતા બેનરની સામે ચાલી રહી છે.,એક સ્ત્રી ફૂટપાથ પર ચાલી રહી છે.
3232043672.jpg,"ફૂટપાથ પર બે માણસો, એક બેકપેક પહેરીને ચાલી રહ્યો છે, બીજો માણસ ટોપી અને નારંગી શર્ટ પહેરીને ગાડી ધકેલતો હતો.",બે માણસો રસ્તા પર ચાલી રહ્યા છે.
3232237447.jpg,લીલા શર્ટ અને વાદળી શોર્ટ્સ પહેરેલી એક યુવતી કપડાંથી ભરેલી કરિયાણાની દુકાનના કાર્ડ સાથે એક પુરુષ પાસેથી પસાર થઈ રહી છે.,એક સ્ત્રી શોપિંગ કાર્ટ લઈને રસ્તા પર ચાલી રહી છે.
3232252882.jpg,તે માણસ ખેતરમાં ચાર કૂતરાઓ સાથે દોડી રહ્યો છે.,એક માણસ ત્રણ કૂતરાઓ સાથે ખેતરમાં છે.
323237063.jpg,લીલા પોશાક પહેરેલા ત્રણ માણસો ભીડ અને રસ્તા પર પાર્ક કરેલી ટુર બસ સામે ચોથો માણસ બ્રેકડાન્સ કરતો જોઈ રહ્યા છે.,લીલા રંગના પોશાક પહેરેલા ઘણા માણસો બસ પાસે ઉભા છે.
3232470286.jpg,લીલા ઘાસ પર રમાતી ફૂટબોલ રમત દરમિયાન ગોલ કરવાનો પ્રયાસ.,એક ફૂટબોલ ખેલાડી ગોલ કરવાનો પ્રયાસ કરી રહ્યો છે.
3232734391.jpg,"સફેદ પેન્ટ પહેરેલો એક માણસ ગિટાર વગાડી રહ્યો છે, ગાતો છે, જ્યારે બેન્ડના અન્ય બે સભ્યો સાથે વગાડી રહ્યા છે અને નાચી રહ્યા છે.",ત્રણ માણસો ગિટાર વગાડી રહ્યા છે.
3232742853.jpg,"સ્ટેજ પર એક રોક બેન્ડના મુખ્ય ગાયક હાથમાં માઇક્રોફોન લઈને ગીત ગાતા હોય છે, જ્યારે ગિટારવાદક અને ડ્રમર જુએ છે.",સ્ટેજ પર એક બેન્ડ વાગી રહ્યું છે.
3232802293.jpg,"જાંબલી રંગનો બંડના પહેરેલો એક પુરુષ ગિટાર વગાડી રહ્યો છે, જ્યારે તેની પાછળ એક સ્ત્રી કીબોર્ડ વગાડી રહી છે.",સ્ટેજ પર એક સ્ત્રી ગિટાર વગાડી રહી છે.
3232994074.jpg,ગુલાબી શર્ટ પહેરેલી એક નાની છોકરી તેના દાદા સાથે એક કોયડો બનાવી રહી છે.,એક વૃદ્ધ માણસ અને એક નાની છોકરી ટેબલ પર બેઠા છે.
3233322632.jpg,"સનગ્લાસ, ટોપી અને ચામડાનું જેકેટ પહેરેલો દાઢીવાળો માણસ નારંગી રંગના લાઇફ પ્રિઝર્વર પાસે ઊભો છે.",એક માણસ લાઇફ જેકેટ અને સનગ્લાસ પહેરે છે.
3233560682.jpg,"પુરુષોનું એક જૂથ સંગીત વગાડી રહ્યું છે, ગિટાર પકડીને બેઠેલા માણસ ડ્રમ વગાડતા એક માણસ સાથે વાત કરી રહ્યો છે.",એક બેન્ડ સ્ટેજ પર પર્ફોર્મ કરે છે.
3233596490.jpg,પટ્ટાવાળો શર્ટ પહેરેલો એક માણસ માઇક્રોફોનમાં ગાતો હોય છે કારણ કે તેના ગળામાં જાંબલી બંદના પહેરેલો બીજો માણસ તેની પાછળ ઇલેક્ટ્રિક ગિટાર વગાડે છે.,એક બેન્ડ સ્ટેજ પર પર્ફોર્મ કરે છે.
3233683038.jpg,તેના ગળામાં જાંબલી બંદના સાથેનો કિશોર ઇલેક્ટ્રિક ગિટાર વગાડે છે અને માઇક્રોફોનમાં ચીસો પાડે છે.,એક માણસ ગિટાર વગાડી રહ્યો છે.
3234115903.jpg,વાદળી રંગની મહિલા હોકી ખેલાડી સફેદ રંગની ખેલાડીને બોલ માટે પડકાર આપી રહી છે.,બે મહિલાઓ હોકી રમી રહી છે.
3234157487.jpg,"એક માણસ લાકડા પર હથોડી વડે પ્રહાર કરવા જઈ રહ્યો છે, બીજો એક માણસ બાજુમાં ભાગવાનો પ્રયાસ કરી રહ્યો હોય તેવું લાગે છે.",ત્રણ લોકો બરફમાં રમી રહ્યા છે.
3234159912.jpg,"બે કામદાર માણસો, એક પટ્ટાવાળા શર્ટમાં, ગોળાકાર કરવત વડે સુથારીકામ કરી રહ્યા છે.",બે માણસો એક પ્રોજેક્ટ પર કામ કરી રહ્યા છે.
3234167919.jpg,વાદળી ટોપી પહેરેલો એક વ્યક્તિ ઠંડી બરફીલા જમીન પર લાકડા કાપે છે.,એક વ્યક્તિ બરફ સાફ કરી રહ્યો છે.
3234375022.jpg,એક સ્નોબોર્ડર લાકડાના માળખા ઉપર કૂદી રહ્યો છે,એક સ્નોબોર્ડર હવામાં ઉડે છે.
3234401637.jpg,પાણી અને સ્ટ્રીટ લેમ્પ પાસે એક ઉજ્જડ શેરીમાં બાઇક પર બે બાળકો સવારી કરી રહ્યા છે.,એક સાયકલ સવાર દરિયા કિનારે બાઇક ચલાવી રહ્યો છે.
3234646850.jpg,લાલ બંદના પહેરેલી એક સ્ત્રી પથ્થરની રચના અને પૃષ્ઠભૂમિમાં એક ઘરની પાછળ બે ઘડા લઈને જઈ રહી છે.,લાલ ટોપી પહેરેલી એક સ્ત્રી ઈંટના મકાન પાસે ઉભી છે.
3234719720.jpg,સફેદ ડ્રેસ શર્ટ અને કાળા સ્વેટર પહેરેલો એક ઘેરા વાળવાળો દાઢીવાળો પુરુષ અને નાની જગ્યામાં કાળા અને સફેદ ડ્રેસ પહેરેલી એક સ્ત્રી.,એક પુરુષ અને સ્ત્રી એકબીજાની બાજુમાં ઉભા છે.
3234890865.jpg,એક માણસ ઇન્ડોર સ્કેટ પાર્કમાં પોતાના રોલરબ્લેડ પર કરતબ બતાવી રહ્યો છે.,એક સ્કેટબોર્ડર એક યુક્તિ કરી રહ્યો છે.
3235076435.jpg,રંગબેરંગી સર્ફબોર્ડ પર વાદળી સૂટ પહેરેલો સર્ફર મોજાને પકડી રહ્યો છે.,એક સર્ફર મોજા પર સવારી કરે છે.
3235542079.jpg,કાળા અને સફેદ પટ્ટાવાળા જેકેટ પહેરેલો એક સ્નોબોર્ડર બરફ ખેંચી રહ્યો છે.,કાળા અને સફેદ પટ્ટાવાળા જેકેટ પહેરેલો એક માણસ સ્કીઇંગ કરી રહ્યો છે.
3235616503.jpg,એક માણસ ટેનિસ રેકેટ પકડીને હવામાં થોડો કૂદી રહ્યો છે.,સફેદ શર્ટ પહેરેલો એક માણસ ઘાસમાં કૂદી રહ્યો છે.
3235746553.jpg,એક ભૂરા રંગનો કૂતરો બેકગ્રાઉન્ડમાં તરંગ સાથે બીચ પર દોડવાનું શરૂ કરે છે.,એક ભૂરા રંગનો કૂતરો દરિયા કિનારે દોડી રહ્યો છે.
3235857773.jpg,"એક કાર જે હેચબેક જેવી લાગે છે તેમાં આગ લાગી છે, જેમાં એક માણસ ફાયરપ્રૂફ સ્યુટમાં છે અને હેલ્મેટ હૂડ પર પડેલો છે જ્યારે લોકો જોઈ રહ્યા છે.",એક રેસ કાર પાર્ક કરેલી છે.
3236447445.jpg,સ્વિમિંગ ટ્રંક પહેરેલું બાળક તેના પિતાની મદદથી તેની સંતુલન ક્ષમતા બતાવે છે.,સ્વિમિંગ ટ્રંક પહેરેલો એક નાનો છોકરો પૂલમાં કૂદી રહ્યો છે.
323657582.jpg,ખેતરમાં એક મોટી ડાળી સાથે એક કાળો અને સફેદ કૂતરો દોડી રહ્યો છે.,એક કાળો અને સફેદ કૂતરો એક મોટી લાકડી લઈને જઈ રહ્યો છે.
